iter	Precision	Logloss
225	0.8495855825	0.2641735276
226	0.8499781587	0.2636757165
227	0.8498472597	0.2634225904
228	0.8499781587	0.263152909
229	0.8500436233	0.262891063
230	0.8503710978	0.2625333275
231	0.8501745829	0.2621763105
232	0.8501090981	0.2619765441
233	0.8500436233	0.2618564393
234	0.8500436233	0.261608135
235	0.8500436233	0.2613589597
236	0.8501090981	0.2610670527
237	0.8503710978	0.2605885746
238	0.850436623	0.2603946634
239	0.850436623	0.2601803052
240	0.850436623	0.2599822331
241	0.850436623	0.2598306716
242	0.8505677037	0.2595722958
243	0.8506988247	0.2592975919
244	0.8506988247	0.2591409065
245	0.8506988247	0.2588210568
246	0.8506332591	0.2586899049
247	0.8508299862	0.2582045306
248	0.8510924306	0.2576855115
249	0.851355037	0.2571801526
250	0.8514207139	0.2569975694
251	0.8514207139	0.2569090544
252	0.8514864009	0.2566704513
253	0.8514864009	0.2565236124
254	0.8515520981	0.2562332652
255	0.8516835229	0.2558234027
256	0.8518807361	0.2556242993
257	0.8518807361	0.2552496989
258	0.8519464941	0.2549534315
259	0.8520122623	0.2547882489
260	0.8518807361	0.2546688871
261	0.8520122623	0.254409076
262	0.8521438292	0.2541163579
263	0.8522754367	0.253911441
264	0.8522754367	0.2535426828
265	0.8525387737	0.2532788377
266	0.8524729242	0.2531809008
267	0.8524729242	0.2530215358
268	0.8526705032	0.2527833798
269	0.8525387737	0.2526189451
270	0.8525387737	0.2525134601
271	0.8526046334	0.2521387466
272	0.8528681739	0.2519674001
273	0.8532637902	0.25135257
274	0.8531978287	0.2509360951
275	0.8531978287	0.2507291472
276	0.853329762	0.2504819966
277	0.8533957439	0.2503164458
278	0.8533957439	0.2501700985
279	0.8533957439	0.2499521872
280	0.8534617361	0.2497961506
281	0.8534617361	0.2496793901
282	0.8535277384	0.2493036605
283	0.8538579034	0.2489871895
284	0.8539239671	0.2487524661
285	0.853990041	0.2483560193
286	0.854386699	0.2479274849
287	0.8544528446	0.2477250159
288	0.854386699	0.2476138179
289	0.854386699	0.2475540933
290	0.8542544388	0.2473286075
291	0.854386699	0.2469386682
292	0.8543205638	0.2462872518
293	0.8545851663	0.2461034146
294	0.854717529	0.2458620335
295	0.8547837258	0.24565476
296	0.854717529	0.2454924445
297	0.854717529	0.2452917519
298	0.8547837258	0.2451758249
299	0.8549823775	0.2447457892
300	0.8550486153	0.244491284
301	0.8554462576	0.244310674
302	0.8556452175	0.2440960308
303	0.855711558	0.2439566869
304	0.855711558	0.243780559
305	0.855711558	0.2436666226
306	0.855711558	0.2435787205
307	0.8556452175	0.2433754688
308	0.855711558	0.2432731766
309	0.8555788872	0.2431197695
310	0.8556452175	0.2430490081
311	0.8563755295	0.2421225286
312	0.8568409229	0.2417460437
313	0.856907449	0.241450814
314	0.8569739854	0.2413741769
315	0.8568409229	0.2410668423
316	0.8573734209	0.2407224523
317	0.8575732783	0.2401904373
318	0.8575732783	0.240099218
319	0.8576399182	0.2398554451
320	0.8577065684	0.2397268584
321	0.8577065684	0.239640387
322	0.8578398999	0.2394607102
323	0.857773229	0.2392795458
324	0.8578398999	0.2389944318
325	0.8579065812	0.2388038733
326	0.8580399749	0.2383490953
327	0.8580399749	0.2383084307
328	0.8580399749	0.2382638286
329	0.8580399749	0.2381810426
330	0.8581734101	0.2377571241
331	0.8581734101	0.2376257387
332	0.8581734101	0.2374162087
333	0.858440405	0.2372042597
334	0.8585739647	0.2370227292
335	0.8587743823	0.236760752
336	0.858841209	0.2366814444
337	0.8589748935	0.2365401905
338	0.858908046	0.2364794864
339	0.858908046	0.2364616884
340	0.858707566	0.236242683
341	0.858841209	0.2359012502
342	0.858908046	0.2358268106
343	0.8590417513	0.2355899099
344	0.8592423874	0.2353837853
345	0.8593092869	0.2351795343
346	0.8594431172	0.2347667304
347	0.8598448583	0.2344627246
348	0.8597109029	0.2341961723
349	0.8603140312	0.2339360948
350	0.8602469752	0.233838401
351	0.8602469752	0.2337240679
352	0.8602469752	0.2335736722
353	0.8604481747	0.233430997
354	0.8605152621	0.2332798052
355	0.8605823599	0.2331604806
356	0.8605823599	0.2330327538
357	0.8605823599	0.232969799
358	0.8607837164	0.2328429016
359	0.8608508561	0.2326259443
360	0.8607837164	0.2325142203
361	0.8610523382	0.2322724017
362	0.8611867121	0.2320860397
363	0.8611867121	0.231931699
364	0.8614555855	0.2314971028
365	0.8614555855	0.231359842
366	0.8615900853	0.2311324131
367	0.8615900853	0.2310417526
368	0.8617919136	0.2307313081
369	0.8619938365	0.2305490316
370	0.8621285044	0.2300720472
371	0.8621285044	0.2300336664
372	0.8620611652	0.2299218363
373	0.8620611652	0.2298673758
374	0.8624653581	0.2296699387
375	0.8624653581	0.2295874534
376	0.8626001734	0.2293859056
377	0.8626675968	0.2292767512
378	0.8626675968	0.2292279356
379	0.8628699303	0.2289590313
380	0.8628699303	0.2288486512
381	0.8628699303	0.2288422309
382	0.8630048721	0.228640202
383	0.8629373959	0.2285634927
384	0.863139856	0.2284000329
385	0.8630723588	0.2282418724
386	0.8630723588	0.2281032364
387	0.8630723588	0.2279743327
388	0.8630723588	0.2279291621
389	0.8630723588	0.2274987399
390	0.863139856	0.2271836395
391	0.863139856	0.2269453691
392	0.8632073639	0.2266260872
393	0.8632073639	0.2265596247
394	0.8634775008	0.2262830245
395	0.8636126326	0.2260945232
396	0.8639506474	0.2254566981
397	0.8640182821	0.2253080874
398	0.8640859274	0.2251604611
399	0.8640859274	0.2249443143
400	0.8640859274	0.2247769749
401	0.8644920218	0.2245839595
402	0.8644243129	0.2245303072
403	0.8646274714	0.2243393609
404	0.8645597413	0.2242469168
405	0.8645597413	0.2241331081
406	0.8645597413	0.2239834563
407	0.8647629635	0.2237759694
408	0.864898498	0.2236034261
409	0.8649662812	0.2234385313
410	0.8649662812	0.2233076163
411	0.8650340751	0.2232118969
412	0.8651696946	0.2230303999
413	0.8651696946	0.2229063942
414	0.8652375203	0.2227860081
415	0.8655768085	0.2224754562
416	0.8657125983	0.2223879763
417	0.8658484307	0.2222813389
418	0.8658484307	0.2221705967
419	0.8659163629	0.2220026761
420	0.8659163629	0.2218953571
